exposure	condition.1	condition.2	rg	rg.SE	partial_rg	partial_rg.SE	diff.T	diff.P	q	delta_rg	prop_atten	prop_atten_flag	class
SBP	diverticuli	PMR	0.154164	0.052351	0.155444	0.052588	-0.674272	0.500138	0.808354	-0.001280	-0.008302	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	RA	0.204395	0.028250	0.206751	0.028546	-0.990354	0.322001	0.642021	-0.002356	-0.011529	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	TIA	0.229826	0.044855	0.239218	0.044818	-1.508555	0.131412	0.390311	-0.009392	-0.040866	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	enthesopathy_lower	0.249117	0.047468	0.252731	0.047669	-1.000163	0.317231	0.637370	-0.003614	-0.014507	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	enthesopathy_shoulder	0.245800	0.024856	0.246737	0.024759	-0.728210	0.466485	0.780967	-0.000937	-0.003814	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	enthesopathy_upper	0.228076	0.029854	0.228450	0.029818	-0.424774	0.671001	0.915002	-0.000374	-0.001639	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	essential_tremor	0.014062	0.054268	0.014349	0.054411	-0.275528	0.782911	0.953927			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	female_genital_prolapse	0.285320	0.025380	0.284946	0.025423	0.479290	0.631732	0.894079	0.000373	0.001308	OK	A_persistent
SBP	diverticuli	fibromatosis	0.021560	0.029936	0.021428	0.029907	0.243474	0.807638	0.958063			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	fibromyalgia	0.380270	0.047613	0.383094	0.048388	-0.938029	0.348230	0.670641	-0.002824	-0.007426	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	gastritis_duodenitis	0.433595	0.031713	0.435126	0.031762	-0.902877	0.366591	0.688831	-0.001531	-0.003532	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	glaucoma	0.007195	0.022871	0.008271	0.022908	-0.750136	0.453173	0.770358			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	gout	0.138470	0.023559	0.146115	0.023973	-1.511832	0.130577	0.389146	-0.007646	-0.055216	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	hypertension	0.191352	0.019686	0.292751	0.023605	-5.180199	0.000000	0.000005	-0.101399	-0.529907	FLAG_OUT_OF_RANGE	D_masked
SBP	diverticuli	hyperthyroid	0.145645	0.035108	0.148822	0.035182	-1.039942	0.298367	0.616242	-0.003177	-0.021813	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	hypothyroid	0.142358	0.023650	0.142394	0.023702	-0.076851	0.938742	0.982565	-0.000036	-0.000255	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	insomnia	0.291891	0.060937	0.291508	0.061226	0.270458	0.786808	0.954541	0.000383	0.001312	OK	A_persistent
SBP	diverticuli	intervert_disc	0.269963	0.024923	0.271427	0.024868	-0.966362	0.333863	0.656629	-0.001463	-0.005420	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	isch_stroke_tia	0.216840	0.050554	0.233945	0.052804	-1.844286	0.065142	0.242149	-0.017105	-0.078883	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	migraine	0.238286	0.022766	0.238121	0.022715	0.414309	0.678648	0.919792	0.000164	0.000690	OK	A_persistent
SBP	diverticuli	osteoporosis	0.128893	0.026819	0.128146	0.026993	0.555554	0.578516	0.862913	0.000748	0.005802	OK	A_persistent
SBP	diverticuli	periph_neuro	0.280495	0.044589	0.282278	0.045065	-0.744123	0.456802	0.772476	-0.001782	-0.006354	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	peripheral_arterial	0.192752	0.047620	0.218954	0.052124	-1.995151	0.046026	0.187603	-0.026203	-0.135940	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	pri_bladder	0.046686	0.053632	0.045377	0.053875	0.593852	0.552611	0.847940			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	pri_breast	0.020277	0.022406	0.020363	0.022401	-0.245775	0.805856	0.958083			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	pri_colorectal	0.057844	0.040718	0.057160	0.040669	0.590494	0.554860	0.849031			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	pri_prost	0.003746	0.027344	0.003566	0.027348	0.320751	0.748399	0.946448			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	pri_skin	0.005021	0.023920	0.004496	0.023988	0.716223	0.473853	0.786853			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	psoriasis	0.159011	0.033156	0.159865	0.033088	-0.670090	0.502801	0.810373	-0.000854	-0.005372	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	raynauds	0.082169	0.050897	0.082553	0.050779	-0.389334	0.697029	0.929663			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	retinal_detach	0.032259	0.040940	0.032324	0.040950	-0.105023	0.916357	0.977037			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	schizo	0.029748	0.018929	0.028890	0.018853	0.672419	0.501317	0.809468			unstable_baseline	F_unstable_lowpower
SBP	diverticuli	scoliosis	0.132287	0.045010	0.132192	0.045206	0.118845	0.905398	0.974481	0.000095	0.000716	OK	A_persistent
SBP	diverticuli	sinusitis	0.197370	0.049633	0.198651	0.049841	-0.684710	0.493527	0.803153	-0.001281	-0.006492	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	sleep_apnoea	0.300203	0.023137	0.302377	0.022977	-1.041075	0.297841	0.615581	-0.002175	-0.007244	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	spondylolisthesis	0.142721	0.050196	0.142715	0.050196	0.009006	0.992814	0.998641	0.000007	0.000046	OK	A_persistent
SBP	diverticuli	spondylosis	0.356738	0.034506	0.358867	0.034560	-0.917701	0.358775	0.681098	-0.002129	-0.005968	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	stroke_all	0.211489	0.039115	0.225983	0.038916	-1.868814	0.061649	0.233592	-0.014493	-0.068530	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	tendon	0.261173	0.030229	0.262167	0.030085	-0.651521	0.514710	0.820696	-0.000994	-0.003806	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	thromboembolic	0.106085	0.027080	0.105754	0.027097	0.519135	0.603667	0.876148	0.000331	0.003120	OK	A_persistent
SBP	diverticuli	tinnitus	0.139940	0.038136	0.139527	0.038203	0.374741	0.707853	0.934652	0.000413	0.002953	OK	A_persistent
SBP	diverticuli	ulc_colitis	0.068444	0.022123	0.068953	0.022133	-0.644338	0.519356	0.824050	-0.000509	-0.007439	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	ulcer_peptic	0.377429	0.036040	0.382693	0.036105	-1.190350	0.233909	0.545020	-0.005263	-0.013944	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	urine_incont	0.315952	0.033199	0.316471	0.033191	-0.529281	0.596611	0.872532	-0.000519	-0.001644	FLAG_OUT_OF_RANGE	A_persistent
SBP	diverticuli	urolithiasis	0.195873	0.027363	0.195712	0.027446	0.298266	0.765500	0.949867	0.000161	0.000823	OK	A_persistent
SBP	diverticuli	valve_nonrheumatic	0.229559	0.030661	0.245281	0.031065	-2.065910	0.038837	0.164880	-0.015722	-0.068489	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	GORD	0.574741	0.047555	0.572046	0.047803	1.450161	0.147014	0.417757	0.002694	0.004688	OK	A_persistent
SBP	enthesopathy_lower	HF	0.303598	0.061666	0.282449	0.061617	1.126230	0.260068	0.574802	0.021148	0.069659	OK	A_persistent
SBP	enthesopathy_lower	IBS	0.409165	0.057366	0.416090	0.057571	-1.229850	0.218753	0.524206	-0.006926	-0.016926	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	IDA	0.391045	0.086152	0.377882	0.085036	1.496906	0.134418	0.395300	0.013164	0.033663	OK	A_persistent
SBP	enthesopathy_lower	OA	0.706040	0.051836	0.709901	0.052264	-1.040167	0.298262	0.616111	-0.003861	-0.005469	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	PMR	0.280349	0.100282	0.275697	0.100077	0.929900	0.352423	0.674361	0.004651	0.016591	OK	A_persistent
SBP	enthesopathy_lower	RA	0.301066	0.062792	0.293691	0.061847	1.550601	0.120997	0.371361	0.007375	0.024495	OK	A_persistent
SBP	enthesopathy_lower	TIA	0.320814	0.077794	0.304790	0.079430	1.439192	0.150096	0.422730	0.016023	0.049946	OK	A_persistent
SBP	enthesopathy_lower	enthesopathy_shoulder	0.726224	0.056965	0.726867	0.057256	-0.244341	0.806967	0.958333	-0.000643	-0.000886	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	enthesopathy_upper	0.632181	0.061421	0.634397	0.061756	-0.593276	0.552997	0.847833	-0.002215	-0.003504	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	essential_tremor	0.136072	0.094893	0.134969	0.094391	0.176913	0.859577	0.966174			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	female_genital_prolapse	0.267389	0.050249	0.273916	0.050473	-1.358398	0.174337	0.462110	-0.006527	-0.024409	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	fibromatosis	0.063993	0.055742	0.065412	0.055838	-0.382204	0.702310	0.931789			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	fibromyalgia	0.592643	0.096403	0.588853	0.096826	1.084351	0.278209	0.595734	0.003790	0.006396	OK	A_persistent
SBP	enthesopathy_lower	gastritis_duodenitis	0.551398	0.061763	0.549712	0.061857	0.596522	0.550826	0.846770	0.001686	0.003058	OK	A_persistent
SBP	enthesopathy_lower	glaucoma	0.038666	0.051138	0.031341	0.051349	1.620026	0.105227	0.338935			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	gout	0.232574	0.048142	0.212992	0.049236	1.687457	0.091515	0.309339	0.019581	0.084194	OK	A_persistent
SBP	enthesopathy_lower	hypertension	0.331257	0.050714	0.359533	0.050502	-0.717780	0.472893	0.786222	-0.028275	-0.085357	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	hyperthyroid	0.130594	0.079962	0.117880	0.080058	1.637247	0.101579	0.331337			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	hypothyroid	0.234397	0.057480	0.235865	0.056297	-0.428111	0.668570	0.914446	-0.001467	-0.006259	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	insomnia	0.700653	0.108512	0.715105	0.109792	-1.349558	0.177158	0.467012	-0.014452	-0.020627	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	intervert_disc	0.651249	0.046974	0.649911	0.047434	0.735310	0.462151	0.777464	0.001338	0.002055	OK	A_persistent
SBP	enthesopathy_lower	isch_stroke_tia	0.256893	0.084787	0.233695	0.091708	1.324185	0.185442	0.478445	0.023199	0.090305	OK	A_persistent
SBP	enthesopathy_lower	migraine	0.346632	0.054306	0.350593	0.054447	-1.043421	0.296753	0.614612	-0.003961	-0.011426	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	osteoporosis	0.070065	0.064540	0.078093	0.064662	-1.471864	0.141058	0.407118			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	periph_neuro	0.618613	0.088196	0.616315	0.088811	0.672002	0.501582	0.809546	0.002299	0.003716	OK	A_persistent
SBP	enthesopathy_lower	peripheral_arterial	0.484468	0.084107	0.482550	0.090204	0.093411	0.925577	0.978749	0.001918	0.003960	OK	A_persistent
SBP	enthesopathy_lower	pri_bladder	0.090521	0.120739	0.102558	0.118920	-1.141428	0.253692	0.568206			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	pri_breast	-0.041293	0.049009	-0.042173	0.049313	0.351045	0.725554	0.939798			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	pri_colorectal	-0.045967	0.080490	-0.040867	0.079921	-0.909065	0.363316	0.685788			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	pri_prost	0.025875	0.049619	0.027363	0.049969	-0.390565	0.696119	0.928864			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	pri_skin	0.064512	0.048076	0.068809	0.048745	-1.343101	0.179239	0.469511			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	psoriasis	0.243646	0.065844	0.240541	0.066247	0.711408	0.476831	0.789162	0.003105	0.012744	OK	A_persistent
SBP	enthesopathy_lower	raynauds	0.261638	0.100903	0.260926	0.101662	0.128152	0.898029	0.973082	0.000712	0.002723	OK	A_persistent
SBP	enthesopathy_lower	retinal_detach	-0.066983	0.074519	-0.067879	0.074328	0.200910	0.840769	0.963260			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	schizo	-0.114592	0.038565	-0.108972	0.039016	-1.714748	0.086391	0.297345	-0.005619	0.049039	OK	A_persistent
SBP	enthesopathy_lower	scoliosis	0.250772	0.087467	0.253319	0.087514	-0.440166	0.659817	0.908139	-0.002548	-0.010159	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	sinusitis	0.329584	0.095731	0.325651	0.096101	0.830962	0.405995	0.728622	0.003933	0.011934	OK	A_persistent
SBP	enthesopathy_lower	sleep_apnoea	0.402935	0.048755	0.397871	0.048646	1.548623	0.121472	0.372282	0.005064	0.012567	OK	A_persistent
SBP	enthesopathy_lower	spondylolisthesis	0.462665	0.103224	0.465997	0.103855	-0.604281	0.545657	0.843082	-0.003332	-0.007201	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	spondylosis	0.806582	0.068089	0.805763	0.068670	0.390536	0.696140	0.928810	0.000819	0.001015	OK	A_persistent
SBP	enthesopathy_lower	stroke_all	0.215602	0.077035	0.191353	0.077455	1.568671	0.116725	0.363485	0.024249	0.112470	OK	A_persistent
SBP	enthesopathy_lower	tendon	0.845628	0.054029	0.847073	0.054683	-0.492114	0.622639	0.888293	-0.001445	-0.001708	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	thromboembolic	0.312778	0.063591	0.317692	0.063595	-1.054153	0.291813	0.609972	-0.004914	-0.015710	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	tinnitus	0.241805	0.101486	0.247173	0.097929	-0.670099	0.502795	0.810451	-0.005368	-0.022198	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	ulc_colitis	0.026991	0.056428	0.023776	0.056594	1.091120	0.275220	0.592482			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_lower	ulcer_peptic	0.489501	0.081976	0.481838	0.081852	1.598968	0.109828	0.348188	0.007663	0.015655	OK	A_persistent
SBP	enthesopathy_lower	urine_incont	0.522607	0.064753	0.523511	0.065626	-0.249347	0.803092	0.958312	-0.000904	-0.001730	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	urolithiasis	0.147100	0.058572	0.149576	0.058274	-0.570106	0.568606	0.856875	-0.002476	-0.016833	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_lower	valve_nonrheumatic	0.239862	0.071343	0.216655	0.073773	1.460785	0.144075	0.412076	0.023206	0.096750	OK	A_persistent
SBP	enthesopathy_shoulder	GORD	0.516991	0.026168	0.515768	0.026338	0.781769	0.434351	0.752955	0.001224	0.002367	OK	A_persistent
SBP	enthesopathy_shoulder	HF	0.243895	0.036640	0.246335	0.038135	-0.207344	0.835741	0.961415	-0.002440	-0.010005	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	IBS	0.352065	0.034988	0.353998	0.034743	-0.935518	0.349521	0.671395	-0.001933	-0.005490	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	IDA	0.305472	0.056420	0.303441	0.056460	0.371379	0.710356	0.935471	0.002031	0.006650	OK	A_persistent
SBP	enthesopathy_shoulder	OA	0.542939	0.026037	0.543095	0.025917	-0.204289	0.838128	0.962230	-0.000156	-0.000287	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	PMR	0.207409	0.066612	0.205408	0.066287	0.882967	0.377254	0.697959	0.002001	0.009648	OK	A_persistent
SBP	enthesopathy_shoulder	RA	0.315581	0.040842	0.313304	0.039906	0.903072	0.366488	0.688810	0.002277	0.007214	OK	A_persistent
SBP	enthesopathy_shoulder	TIA	0.364911	0.054779	0.364819	0.055357	0.015557	0.987588	0.996544	0.000092	0.000251	OK	A_persistent
SBP	enthesopathy_shoulder	enthesopathy_upper	0.869485	0.019784	0.869623	0.019762	-0.226950	0.820463	0.960664	-0.000138	-0.000158	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	essential_tremor	-0.016872	0.062905	-0.017633	0.062738	0.308090	0.758014	0.948074			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_shoulder	female_genital_prolapse	0.205661	0.031527	0.207634	0.031226	-1.059578	0.289337	0.607436	-0.001974	-0.009596	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	fibromatosis	0.245983	0.034714	0.246569	0.034765	-0.409015	0.682529	0.922536	-0.000586	-0.002382	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	fibromyalgia	0.648720	0.062133	0.648048	0.062452	0.358036	0.720316	0.938640	0.000672	0.001036	OK	A_persistent
SBP	enthesopathy_shoulder	gastritis_duodenitis	0.528561	0.038710	0.527528	0.039073	0.833002	0.404844	0.727781	0.001034	0.001956	OK	A_persistent
SBP	enthesopathy_shoulder	glaucoma	0.017955	0.029152	0.015226	0.028453	1.115920	0.264457	0.580201			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_shoulder	gout	0.184794	0.026620	0.180033	0.028692	0.632063	0.527346	0.829839	0.004761	0.025763	OK	A_persistent
SBP	enthesopathy_shoulder	hypertension	0.217896	0.029877	0.270443	0.031252	-2.150746	0.031496	0.140770	-0.052547	-0.241158	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	hyperthyroid	0.136367	0.049358	0.132246	0.048784	1.023163	0.306231	0.625466	0.004121	0.030220	OK	A_persistent
SBP	enthesopathy_shoulder	hypothyroid	0.177915	0.042331	0.178029	0.041988	-0.107049	0.914750	0.976231	-0.000114	-0.000638	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	insomnia	0.463702	0.072911	0.468123	0.073770	-1.016197	0.309535	0.629542	-0.004421	-0.009535	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	intervert_disc	0.556874	0.028609	0.555840	0.028517	0.837115	0.402528	0.724929	0.001034	0.001857	OK	A_persistent
SBP	enthesopathy_shoulder	isch_stroke_tia	0.314898	0.058915	0.318071	0.062345	-0.300188	0.764034	0.949628	-0.003173	-0.010077	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	migraine	0.322607	0.030599	0.323496	0.030707	-0.702602	0.482304	0.794076	-0.000889	-0.002756	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	osteoporosis	0.115079	0.040444	0.118102	0.040063	-1.082896	0.278855	0.596517	-0.003024	-0.026274	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	periph_neuro	0.599838	0.065918	0.598880	0.065945	0.701111	0.483234	0.794641	0.000958	0.001597	OK	A_persistent
SBP	enthesopathy_shoulder	peripheral_arterial	0.480026	0.062772	0.508259	0.069859	-1.845290	0.064995	0.241727	-0.028233	-0.058816	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	pri_bladder	0.035497	0.080908	0.039685	0.079828	-0.936274	0.349132	0.671079			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_shoulder	pri_breast	-0.056520	0.026951	-0.056789	0.026940	0.302190	0.762507	0.948997	0.000269	-0.004753	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	pri_colorectal	-0.087299	0.049126	-0.085490	0.048792	-0.848568	0.396122	0.717552			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_shoulder	pri_prost	0.013307	0.039522	0.013795	0.039491	-0.362259	0.717158	0.937968			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_shoulder	pri_skin	0.041770	0.033517	0.043217	0.033710	-1.081137	0.279636	0.597418			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_shoulder	psoriasis	0.222498	0.044187	0.221091	0.044737	0.792972	0.427794	0.746887	0.001407	0.006323	OK	A_persistent
SBP	enthesopathy_shoulder	raynauds	0.158573	0.067371	0.157826	0.067374	0.362181	0.717217	0.937962	0.000747	0.004710	OK	A_persistent
SBP	enthesopathy_shoulder	retinal_detach	-0.033738	0.042529	-0.033928	0.042392	0.118319	0.905815	0.974578			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_shoulder	schizo	-0.121724	0.025693	-0.119638	0.026050	-1.209708	0.226391	0.534858	-0.002086	0.017138	OK	A_persistent
SBP	enthesopathy_shoulder	scoliosis	0.194554	0.053501	0.195037	0.053161	-0.236035	0.813405	0.959636	-0.000483	-0.002482	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	sinusitis	0.406225	0.058494	0.404823	0.058539	0.819754	0.412357	0.733855	0.001403	0.003453	OK	A_persistent
SBP	enthesopathy_shoulder	sleep_apnoea	0.343833	0.032588	0.341894	0.032072	0.920375	0.357377	0.679394	0.001939	0.005640	OK	A_persistent
SBP	enthesopathy_shoulder	spondylolisthesis	0.317164	0.069458	0.317516	0.069462	-0.188376	0.850582	0.965011	-0.000352	-0.001109	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	spondylosis	0.642237	0.038059	0.641425	0.037920	0.653451	0.513466	0.819852	0.000812	0.001265	OK	A_persistent
SBP	enthesopathy_shoulder	stroke_all	0.264020	0.052845	0.263308	0.052628	0.087749	0.930076	0.979893	0.000713	0.002699	OK	A_persistent
SBP	enthesopathy_shoulder	tendon	0.817997	0.024224	0.817659	0.024166	0.773095	0.439466	0.758209	0.000338	0.000413	OK	A_persistent
SBP	enthesopathy_shoulder	thromboembolic	0.237837	0.037910	0.239095	0.037951	-0.773527	0.439211	0.757856	-0.001258	-0.005288	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	tinnitus	0.232782	0.077268	0.234411	0.075927	-0.517739	0.604640	0.876793	-0.001629	-0.006997	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	ulc_colitis	0.004199	0.034567	0.002967	0.034564	0.919335	0.357920	0.680080			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_shoulder	ulcer_peptic	0.506625	0.049472	0.505813	0.049444	0.269255	0.787734	0.954266	0.000812	0.001603	OK	A_persistent
SBP	enthesopathy_shoulder	urine_incont	0.480035	0.042026	0.479587	0.042002	0.417257	0.676490	0.918287	0.000448	0.000933	OK	A_persistent
SBP	enthesopathy_shoulder	urolithiasis	0.146237	0.035117	0.146911	0.034810	-0.429343	0.667674	0.913808	-0.000674	-0.004609	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_shoulder	valve_nonrheumatic	0.168175	0.045572	0.163075	0.044819	0.582344	0.560335	0.852162	0.005100	0.030326	OK	A_persistent
SBP	enthesopathy_upper	GORD	0.507170	0.031251	0.507151	0.031141	0.009910	0.992093	0.998455	0.000019	0.000038	OK	A_persistent
SBP	enthesopathy_upper	HF	0.173950	0.042627	0.180215	0.043491	-0.476672	0.633596	0.895272	-0.006264	-0.036013	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	IBS	0.315085	0.044127	0.315947	0.044110	-0.567166	0.570601	0.858319	-0.000862	-0.002736	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	IDA	0.216566	0.062412	0.217289	0.062605	-0.113849	0.909357	0.975012	-0.000723	-0.003339	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	OA	0.518082	0.031811	0.518035	0.031797	0.156559	0.875593	0.967688	0.000046	0.000089	OK	A_persistent
SBP	enthesopathy_upper	PMR	0.181291	0.075735	0.180516	0.075754	0.395952	0.692141	0.926042	0.000775	0.004276	OK	A_persistent
SBP	enthesopathy_upper	RA	0.321086	0.047160	0.320762	0.046743	0.118102	0.905987	0.974622	0.000324	0.001008	OK	A_persistent
SBP	enthesopathy_upper	TIA	0.333246	0.059389	0.337391	0.060546	-0.587731	0.556713	0.850383	-0.004145	-0.012437	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	essential_tremor	-0.060690	0.070873	-0.061040	0.070876	0.268742	0.788128	0.954356			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_upper	female_genital_prolapse	0.173508	0.037497	0.174393	0.037502	-0.555871	0.578299	0.863021	-0.000886	-0.005104	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	fibromatosis	0.232606	0.040050	0.232813	0.040134	-0.272510	0.785230	0.954179	-0.000207	-0.000892	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	fibromyalgia	0.682355	0.075841	0.683362	0.076368	-0.352682	0.724327	0.939187	-0.001007	-0.001476	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	gastritis_duodenitis	0.557114	0.045714	0.557001	0.045921	0.077307	0.938379	0.982392	0.000114	0.000204	OK	A_persistent
SBP	enthesopathy_upper	glaucoma	-0.015046	0.038439	-0.016317	0.038083	0.540418	0.588909	0.869025			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_upper	gout	0.186444	0.031194	0.187166	0.032377	-0.087867	0.929982	0.979932	-0.000722	-0.003873	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	hypertension	0.164198	0.032335	0.217276	0.038867	-1.821355	0.068553	0.251075	-0.053079	-0.323260	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	hyperthyroid	0.114725	0.061368	0.113285	0.061261	0.351056	0.725547	0.939951			unstable_baseline	F_unstable_lowpower
SBP	enthesopathy_upper	hypothyroid	0.136665	0.039457	0.136669	0.039453	-0.008295	0.993382	0.998808	-0.000004	-0.000027	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	insomnia	0.468246	0.076118	0.470724	0.076771	-0.726591	0.467477	0.781661	-0.002478	-0.005291	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	intervert_disc	0.482632	0.033943	0.482449	0.033962	0.113712	0.909466	0.974708	0.000183	0.000380	OK	A_persistent
SBP	enthesopathy_upper	isch_stroke_tia	0.346626	0.076381	0.359132	0.080719	-0.978003	0.328073	0.649007	-0.012505	-0.036077	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	migraine	0.286295	0.032978	0.286624	0.033131	-0.421350	0.673499	0.916230	-0.000329	-0.001151	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	osteoporosis	0.154792	0.045557	0.156323	0.045073	-0.624235	0.532473	0.834210	-0.001531	-0.009893	FLAG_OUT_OF_RANGE	A_persistent
SBP	enthesopathy_upper	periph_neuro	0.631534	0.068791	0.631825	0.068816	-0.150347	0.880491	0.968508	-0.000291	-0.000461	FLAG_OUT_OF_RANGE	A_persistent
