exposure	condition.1	condition.2	rg	rg.SE	partial_rg	partial_rg.SE	diff.T	diff.P	q	delta_rg	prop_atten	prop_atten_flag	class
SLEEP	hyperthyroid	ulcer_peptic	0.133457	0.069391	0.145235	0.072982	-1.377968	0.168213	0.451090			unstable_baseline	F_unstable_lowpower
SLEEP	hyperthyroid	urine_incont	0.100555	0.067047	0.108311	0.069139	-1.294348	0.195545	0.491666			unstable_baseline	F_unstable_lowpower
SLEEP	hyperthyroid	urolithiasis	0.010609	0.053603	0.011754	0.053742	-0.543014	0.587120	0.868104			unstable_baseline	F_unstable_lowpower
SLEEP	hyperthyroid	valve_nonrheumatic	0.254623	0.059898	0.260174	0.060015	-1.336394	0.181420	0.472733	-0.005551	-0.021802	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	IBS	0.172897	0.026374	0.172969	0.026465	-0.023806	0.981008	0.994819	-0.000073	-0.000420	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	IDA	0.224707	0.073376	0.227341	0.081037	-0.280463	0.779122	0.952580	-0.002634	-0.011721	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	OA	0.137562	0.029128	0.138923	0.033647	-0.189452	0.849739	0.965083	-0.001360	-0.009890	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	PMR	0.331800	0.066967	0.332412	0.068654	-0.162551	0.870872	0.967636	-0.000613	-0.001846	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	RA	0.396125	0.051894	0.397099	0.054378	-0.262162	0.793196	0.955141	-0.000974	-0.002459	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	TIA	0.124512	0.062619	0.124233	0.063850	0.149690	0.881009	0.968577			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	insomnia	0.105019	0.052131	0.111046	0.061567	-0.377879	0.705520	0.933556	-0.006026	-0.057383	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	intervert_disc	0.176187	0.030338	0.176624	0.032583	-0.103095	0.917887	0.977062	-0.000437	-0.002480	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	isch_stroke_tia	0.144161	0.052083	0.143911	0.052405	0.181478	0.855993	0.965639	0.000250	0.001737	OK	A_persistent
SLEEP	hypothyroid	migraine	0.136289	0.028910	0.136000	0.029563	0.148884	0.881646	0.968563	0.000288	0.002116	OK	A_persistent
SLEEP	hypothyroid	osteoporosis	0.078756	0.033983	0.078285	0.033605	0.206737	0.836215	0.961589	0.000472	0.005990	OK	A_persistent
SLEEP	hypothyroid	periph_neuro	0.211026	0.044062	0.215561	0.047240	-0.561305	0.574590	0.860586	-0.004535	-0.021489	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	peripheral_arterial	0.166247	0.079528	0.166799	0.084158	-0.083448	0.933495	0.981068	-0.000552	-0.003319	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	pri_bladder	0.113947	0.065862	0.113731	0.065804	0.291668	0.770541	0.951056			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	pri_breast	-0.045073	0.022840	-0.044841	0.022898	-0.287656	0.773610	0.951380			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	pri_colorectal	-0.056965	0.043883	-0.056888	0.044053	-0.156575	0.875580	0.967746			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	pri_prost	-0.074138	0.033086	-0.073805	0.032871	-0.273141	0.784745	0.954289	-0.000332	0.004484	OK	A_persistent
SLEEP	hypothyroid	pri_skin	-0.157907	0.030747	-0.157893	0.030798	-0.063742	0.949176	0.985393	-0.000015	0.000094	OK	A_persistent
SLEEP	hypothyroid	psoriasis	0.258827	0.037159	0.259470	0.037128	-0.218160	0.827304	0.960529	-0.000643	-0.002486	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	raynauds	0.075475	0.055528	0.074946	0.056717	0.137316	0.890781	0.971015			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	retinal_detach	-0.076777	0.039608	-0.076919	0.039719	0.240729	0.809765	0.958603			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	schizo	0.039991	0.021360	0.041488	0.020394	-0.418986	0.675226	0.917407			unstable_baseline	A_persistent
SLEEP	hypothyroid	scoliosis	0.045959	0.056983	0.045419	0.058043	0.221785	0.824481	0.960692			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	sinusitis	0.152257	0.056805	0.153060	0.058766	-0.144174	0.885363	0.969504	-0.000804	-0.005279	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	sleep_apnoea	0.169845	0.034951	0.169617	0.036005	0.133436	0.893848	0.971943	0.000228	0.001345	OK	A_persistent
SLEEP	hypothyroid	spondylolisthesis	0.069371	0.058955	0.068805	0.060764	0.151802	0.879343	0.968245			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	spondylosis	0.178359	0.051686	0.181389	0.058420	-0.322857	0.746804	0.945715	-0.003030	-0.016987	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	stroke_all	0.093092	0.065844	0.093457	0.065604	-0.395526	0.692454	0.926379			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	tendon	0.180261	0.046246	0.185594	0.054777	-0.451466	0.651654	0.905092	-0.005333	-0.029582	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	thromboembolic	0.101163	0.038593	0.100775	0.039626	0.155341	0.876553	0.968175	0.000388	0.003835	OK	A_persistent
SLEEP	hypothyroid	tinnitus	0.228905	0.057253	0.229944	0.056883	-0.304997	0.760368	0.948393	-0.001039	-0.004538	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	hypothyroid	ulc_colitis	0.034207	0.032801	0.034152	0.032796	0.170701	0.864459	0.966415			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	ulcer_peptic	0.094767	0.055769	0.094679	0.059589	0.013993	0.988836	0.997263			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	urine_incont	0.106925	0.041701	0.106660	0.043817	0.064719	0.948397	0.985065	0.000265	0.002481	OK	A_persistent
SLEEP	hypothyroid	urolithiasis	0.027878	0.030709	0.027695	0.030580	0.319719	0.749181	0.945913			unstable_baseline	F_unstable_lowpower
SLEEP	hypothyroid	valve_nonrheumatic	0.171272	0.048600	0.171121	0.050402	0.049805	0.960277	0.988657	0.000151	0.000880	OK	A_persistent
SLEEP	insomnia	OA	0.483376	0.070227	0.443251	0.078572	2.883874	0.003928	0.025019	0.040125	0.083009	OK	B_attenuated
SLEEP	insomnia	PMR	0.134977	0.116408	0.106916	0.130117	0.979650	0.327259	0.648171			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	RA	0.273862	0.075938	0.258509	0.085021	0.902793	0.366636	0.688828	0.015353	0.056061	OK	A_persistent
SLEEP	insomnia	TIA	0.346776	0.095065	0.359164	0.109040	-0.521709	0.601873	0.875676	-0.012388	-0.035722	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	insomnia	intervert_disc	0.469021	0.061250	0.457072	0.067571	0.982341	0.325932	0.646918	0.011949	0.025477	OK	A_persistent
SLEEP	insomnia	isch_stroke_tia	0.262270	0.124671	0.267561	0.135679	-0.219963	0.825900	0.960843	-0.005291	-0.020172	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	insomnia	migraine	0.383710	0.066147	0.392351	0.072941	-0.636558	0.524413	0.827845	-0.008641	-0.022521	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	insomnia	osteoporosis	0.136484	0.066286	0.112337	0.072970	1.726115	0.084327	0.292739	0.024147	0.176923	OK	A_persistent
SLEEP	insomnia	periph_neuro	0.423834	0.112371	0.364689	0.124717	2.526696	0.011514	0.062201	0.059145	0.139548	OK	A_persistent
SLEEP	insomnia	peripheral_arterial	0.468819	0.111193	0.451595	0.126196	0.626299	0.531119	0.832963	0.017224	0.036740	OK	A_persistent
SLEEP	insomnia	pri_bladder	0.096862	0.126335	0.092522	0.144305	0.140392	0.888350	0.970281			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	pri_breast	-0.012604	0.051241	-0.001281	0.054639	-1.180666	0.237735	0.549385			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	pri_colorectal	-0.072671	0.092788	-0.075493	0.101498	0.149910	0.880835	0.968743			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	pri_prost	0.055458	0.062596	0.081568	0.069876	-1.738379	0.082144	0.286763			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	pri_skin	-0.011064	0.064199	-0.011043	0.069659	-0.001734	0.998617	0.999958			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	psoriasis	0.192552	0.083498	0.161806	0.090457	2.171733	0.029876	0.135148	0.030746	0.159678	OK	A_persistent
SLEEP	insomnia	raynauds	-0.022153	0.114255	-0.079574	0.129179	1.782605	0.074651	0.267301			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	retinal_detach	-0.023090	0.097553	-0.031838	0.105253	0.468932	0.639118	0.897716			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	schizo	0.192721	0.049300	0.270882	0.056878	-3.847915	0.000119	0.001207	-0.078161	-0.405568	FLAG_OUT_OF_RANGE	D_masked
SLEEP	insomnia	scoliosis	0.201265	0.116865	0.187568	0.129995	0.586082	0.557821	0.850768			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	sinusitis	0.398299	0.133697	0.363634	0.145542	1.463793	0.143250	0.410743	0.034664	0.087031	OK	A_persistent
SLEEP	insomnia	sleep_apnoea	0.248567	0.063457	0.250149	0.070981	-0.101478	0.919171	0.977172	-0.001582	-0.006364	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	insomnia	spondylolisthesis	0.546130	0.137634	0.551824	0.150136	-0.244023	0.807213	0.958168	-0.005694	-0.010427	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	insomnia	spondylosis	0.497390	0.084220	0.451990	0.095404	2.281178	0.022538	0.107122	0.045401	0.091278	OK	A_persistent
SLEEP	insomnia	stroke_all	0.322841	0.090871	0.369201	0.101872	-1.906376	0.056601	0.219430	-0.046360	-0.143599	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	insomnia	tendon	0.442922	0.075415	0.371884	0.090139	2.829062	0.004668	0.028967	0.071038	0.160385	OK	B_attenuated
SLEEP	insomnia	thromboembolic	0.223156	0.071118	0.209689	0.077935	0.834976	0.403731	0.726395	0.013467	0.060348	OK	A_persistent
SLEEP	insomnia	tinnitus	0.292702	0.094074	0.260287	0.110869	1.244778	0.213213	0.516829	0.032415	0.110743	OK	A_persistent
SLEEP	insomnia	ulc_colitis	0.078201	0.067999	0.082838	0.074709	-0.344048	0.730810	0.941372			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	ulcer_peptic	0.420520	0.095627	0.387785	0.106719	1.410852	0.158288	0.436486	0.032735	0.077844	OK	A_persistent
SLEEP	insomnia	urine_incont	0.413363	0.087103	0.399000	0.097035	0.869820	0.384399	0.705836	0.014363	0.034747	OK	A_persistent
SLEEP	insomnia	urolithiasis	0.036540	0.077702	0.030473	0.084181	0.404341	0.685962	0.923994			unstable_baseline	F_unstable_lowpower
SLEEP	insomnia	valve_nonrheumatic	0.243393	0.075457	0.230746	0.085139	0.626620	0.530908	0.833071	0.012647	0.051962	OK	A_persistent
SLEEP	intervert_disc	OA	0.554699	0.025457	0.543009	0.027036	2.452924	0.014170	0.073950	0.011690	0.021074	OK	A_persistent
SLEEP	intervert_disc	PMR	0.180212	0.051946	0.169897	0.053502	1.347823	0.177715	0.467573	0.010315	0.057237	OK	A_persistent
SLEEP	intervert_disc	RA	0.304100	0.033277	0.295181	0.034369	1.854117	0.063722	0.238479	0.008920	0.029331	OK	A_persistent
SLEEP	intervert_disc	TIA	0.283667	0.045672	0.280157	0.047595	0.542494	0.587478	0.868203	0.003510	0.012374	OK	A_persistent
SLEEP	intervert_disc	isch_stroke_tia	0.234645	0.057883	0.230930	0.058637	0.557153	0.577423	0.862490	0.003715	0.015831	OK	A_persistent
SLEEP	intervert_disc	migraine	0.317633	0.026805	0.312413	0.027615	1.468263	0.142033	0.408588	0.005219	0.016432	OK	A_persistent
SLEEP	intervert_disc	osteoporosis	0.049480	0.034584	0.038519	0.035392	2.446797	0.014413	0.075009			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	periph_neuro	0.519853	0.051472	0.506437	0.053083	2.358276	0.018360	0.091007	0.013416	0.025807	OK	A_persistent
SLEEP	intervert_disc	peripheral_arterial	0.396047	0.052885	0.383474	0.055011	1.851893	0.064041	0.239312	0.012574	0.031748	OK	A_persistent
SLEEP	intervert_disc	pri_bladder	0.021240	0.062695	0.017253	0.065300	0.486731	0.626449	0.890916			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	pri_breast	0.012774	0.025306	0.016757	0.025440	-1.310528	0.190017	0.483970			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	pri_colorectal	-0.062181	0.044400	-0.061502	0.045625	-0.124178	0.901174	0.973449			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	pri_prost	0.007033	0.033232	0.013495	0.034039	-1.458666	0.144657	0.413346			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	pri_skin	0.028056	0.028404	0.028652	0.029236	-0.162807	0.870671	0.967556			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	psoriasis	0.228183	0.036582	0.216264	0.036599	2.924638	0.003449	0.022356	0.011919	0.052234	OK	B_attenuated
SLEEP	intervert_disc	raynauds	0.111591	0.058052	0.096528	0.059310	1.867685	0.061806	0.234009			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	retinal_detach	-0.058397	0.047423	-0.060967	0.048167	0.465500	0.641574	0.899555			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	schizo	-0.013104	0.022315	0.004514	0.022201	-3.780987	0.000156	0.001526			unstable_baseline	F_unstable_lowpower
SLEEP	intervert_disc	scoliosis	0.359677	0.050493	0.353768	0.051714	1.077061	0.281453	0.599409	0.005908	0.016427	OK	A_persistent
SLEEP	intervert_disc	sinusitis	0.437307	0.060572	0.423879	0.062024	2.473582	0.013377	0.070650	0.013429	0.030708	OK	A_persistent
SLEEP	intervert_disc	sleep_apnoea	0.341252	0.027098	0.337984	0.028339	0.780617	0.435028	0.753604	0.003268	0.009576	OK	A_persistent
SLEEP	intervert_disc	spondylolisthesis	0.543269	0.067642	0.536387	0.068607	1.463937	0.143211	0.410709	0.006882	0.012667	OK	A_persistent
SLEEP	intervert_disc	spondylosis	0.840442	0.030118	0.839618	0.031417	0.234904	0.814283	0.959684	0.000824	0.000981	OK	A_persistent
SLEEP	intervert_disc	stroke_all	0.229863	0.045822	0.236889	0.048750	-0.983528	0.325348	0.646446	-0.007026	-0.030566	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	intervert_disc	tendon	0.577625	0.031539	0.567501	0.033403	1.724918	0.084542	0.293213	0.010124	0.017528	OK	A_persistent
SLEEP	intervert_disc	thromboembolic	0.220847	0.034820	0.212694	0.035373	1.673016	0.094324	0.315471	0.008153	0.036916	OK	A_persistent
SLEEP	intervert_disc	tinnitus	0.159154	0.055578	0.142701	0.058279	2.409188	0.015988	0.081248	0.016452	0.103374	OK	A_persistent
SLEEP	intervert_disc	ulc_colitis	0.082208	0.033114	0.082115	0.033430	0.024946	0.980098	0.994370	0.000094	0.001141	OK	A_persistent
SLEEP	intervert_disc	ulcer_peptic	0.537677	0.045704	0.526718	0.047941	2.169008	0.030082	0.135752	0.010959	0.020382	OK	A_persistent
SLEEP	intervert_disc	urine_incont	0.438712	0.036237	0.428787	0.037334	2.350051	0.018771	0.092551	0.009925	0.022623	OK	A_persistent
SLEEP	intervert_disc	urolithiasis	0.161467	0.037494	0.160083	0.038087	0.323701	0.746164	0.945467	0.001384	0.008571	OK	A_persistent
SLEEP	intervert_disc	valve_nonrheumatic	0.194132	0.042790	0.185304	0.044292	1.423939	0.154464	0.430157	0.008828	0.045473	OK	A_persistent
SLEEP	isch_stroke_tia	OA	0.227117	0.048844	0.222935	0.048428	0.390886	0.695882	0.928881	0.004181	0.018411	OK	A_persistent
SLEEP	isch_stroke_tia	PMR	0.254116	0.132096	0.251304	0.132722	0.605126	0.545096	0.842914			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	RA	0.337092	0.071230	0.334683	0.071347	0.563470	0.573115	0.860365	0.002408	0.007144	OK	A_persistent
SLEEP	isch_stroke_tia	TIA	0.910229	0.051968	0.910042	0.052122	0.422899	0.672369	0.915610	0.000187	0.000206	OK	A_persistent
SLEEP	isch_stroke_tia	migraine	0.326021	0.056394	0.324137	0.056661	0.663574	0.506963	0.813651	0.001884	0.005779	OK	A_persistent
SLEEP	isch_stroke_tia	osteoporosis	0.159128	0.066150	0.156077	0.066425	0.756004	0.449647	0.767075	0.003051	0.019175	OK	A_persistent
SLEEP	isch_stroke_tia	periph_neuro	0.390852	0.113259	0.392409	0.117421	-0.118903	0.905352	0.974502	-0.001557	-0.003984	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	isch_stroke_tia	peripheral_arterial	0.744203	0.107989	0.746679	0.109384	-0.374521	0.708017	0.934372	-0.002476	-0.003327	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	isch_stroke_tia	pri_bladder	0.084689	0.113699	0.083448	0.114226	0.440443	0.659616	0.908114			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	pri_breast	0.006879	0.054536	0.008144	0.054561	-0.699111	0.484483	0.795730			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	pri_colorectal	-0.080454	0.078937	-0.080126	0.079258	-0.179330	0.857679	0.966152			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	pri_prost	0.066752	0.071241	0.068969	0.071522	-0.776766	0.437297	0.756129			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	pri_skin	-0.020782	0.063435	-0.020695	0.063525	-0.073414	0.941476	0.983356			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	psoriasis	0.136286	0.072253	0.132235	0.072516	0.731283	0.464606	0.779484			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	raynauds	0.162116	0.105425	0.157987	0.106594	0.642549	0.520516	0.824926			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	retinal_detach	-0.015918	0.081198	-0.016591	0.081147	0.343733	0.731047	0.941189			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	schizo	0.032330	0.044231	0.038442	0.044558	-0.900082	0.368077	0.689624			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	scoliosis	0.013568	0.097513	0.010262	0.097790	0.755607	0.449885	0.767393			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	sinusitis	0.100141	0.120598	0.093850	0.123152	0.651771	0.514549	0.820703			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	sleep_apnoea	0.353659	0.055634	0.352209	0.055673	0.664352	0.506465	0.813552	0.001450	0.004100	OK	A_persistent
SLEEP	isch_stroke_tia	spondylolisthesis	0.169809	0.121978	0.166021	0.122709	0.654031	0.513092	0.819518			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	spondylosis	0.369888	0.069575	0.370159	0.070397	-0.023981	0.980868	0.994880	-0.000271	-0.000732	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	isch_stroke_tia	stroke_all	0.897214	0.048460	0.900178	0.048101	-0.850327	0.395144	0.716826	-0.002964	-0.003304	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	isch_stroke_tia	tendon	0.265705	0.066049	0.264300	0.067284	0.097560	0.922282	0.978386	0.001405	0.005287	OK	A_persistent
SLEEP	isch_stroke_tia	thromboembolic	0.297511	0.078042	0.295189	0.078254	0.633566	0.526364	0.829344	0.002322	0.007804	OK	A_persistent
SLEEP	isch_stroke_tia	tinnitus	0.110801	0.085692	0.105661	0.087087	0.706115	0.480117	0.792049			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	ulc_colitis	0.053850	0.063218	0.053622	0.063265	0.179129	0.857836	0.966038			unstable_baseline	F_unstable_lowpower
SLEEP	isch_stroke_tia	ulcer_peptic	0.276317	0.089363	0.272975	0.090168	0.390672	0.696040	0.929009	0.003342	0.012094	OK	A_persistent
SLEEP	isch_stroke_tia	urine_incont	0.275104	0.072846	0.271887	0.072923	0.533224	0.593878	0.870928	0.003217	0.011692	OK	A_persistent
SLEEP	isch_stroke_tia	urolithiasis	0.179035	0.059218	0.178297	0.059444	0.491884	0.622801	0.888439	0.000737	0.004118	OK	A_persistent
SLEEP	isch_stroke_tia	valve_nonrheumatic	0.576788	0.075434	0.575632	0.075238	0.407961	0.683302	0.922913	0.001156	0.002004	OK	A_persistent
SLEEP	migraine	OA	0.243659	0.025861	0.235791	0.027607	1.317090	0.187809	0.481138	0.007868	0.032289	OK	A_persistent
SLEEP	migraine	PMR	0.113697	0.055982	0.108426	0.057014	1.196048	0.231678	0.541853	0.005271	0.046361	OK	A_persistent
SLEEP	migraine	RA	0.227094	0.033110	0.222425	0.034052	1.482214	0.138283	0.402068	0.004669	0.020560	OK	A_persistent
SLEEP	migraine	TIA	0.423108	0.043735	0.421412	0.044243	0.683429	0.494336	0.803592	0.001696	0.004008	OK	A_persistent
SLEEP	migraine	osteoporosis	0.245473	0.034768	0.241416	0.034929	1.716209	0.086124	0.296766	0.004057	0.016525	OK	A_persistent
SLEEP	migraine	periph_neuro	0.273616	0.052232	0.266511	0.053645	1.074479	0.282608	0.600668	0.007105	0.025967	OK	A_persistent
SLEEP	migraine	peripheral_arterial	0.157462	0.053538	0.149807	0.055583	1.317592	0.187640	0.481038	0.007655	0.048616	OK	A_persistent
SLEEP	migraine	pri_bladder	0.070312	0.062390	0.068524	0.063267	0.472580	0.636513	0.896845			unstable_baseline	F_unstable_lowpower
SLEEP	migraine	pri_breast	0.058572	0.024673	0.060524	0.024771	-1.195883	0.231742	0.541919	-0.001953	-0.033341	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	migraine	pri_colorectal	-0.021538	0.040286	-0.020989	0.040423	-0.210542	0.833244	0.961213			unstable_baseline	F_unstable_lowpower
SLEEP	migraine	pri_prost	0.030217	0.034908	0.033307	0.035160	-1.322021	0.186161	0.479307			unstable_baseline	F_unstable_lowpower
SLEEP	migraine	pri_skin	0.027024	0.027064	0.027235	0.027276	-0.125601	0.900048	0.973501			unstable_baseline	F_unstable_lowpower
SLEEP	migraine	psoriasis	0.075586	0.038761	0.068944	0.038650	2.030414	0.042314	0.176379			unstable_baseline	F_unstable_lowpower
SLEEP	migraine	raynauds	0.134239	0.060741	0.127583	0.061720	1.477228	0.139615	0.404204	0.006656	0.049581	OK	A_persistent
SLEEP	migraine	retinal_detach	0.110081	0.048510	0.109377	0.048506	0.279241	0.780060	0.952789	0.000703	0.006387	OK	A_persistent
SLEEP	migraine	schizo	0.001025	0.020891	0.009404	0.020772	-2.246740	0.024657	0.115389			unstable_baseline	F_unstable_lowpower
SLEEP	migraine	scoliosis	0.154501	0.049812	0.150420	0.050490	1.204555	0.228375	0.537842	0.004081	0.026413	OK	A_persistent
SLEEP	migraine	sinusitis	0.289061	0.062443	0.282733	0.064224	1.281382	0.200059	0.498310	0.006328	0.021891	OK	A_persistent
SLEEP	migraine	sleep_apnoea	0.257660	0.026822	0.255278	0.027683	1.025257	0.305242	0.624216	0.002382	0.009245	OK	A_persistent
SLEEP	migraine	spondylolisthesis	0.214451	0.056068	0.209005	0.057417	1.340103	0.180212	0.470983	0.005445	0.025391	OK	A_persistent
SLEEP	migraine	spondylosis	0.411370	0.036643	0.408550	0.038684	0.487807	0.625686	0.890255	0.002820	0.006856	OK	A_persistent
SLEEP	migraine	stroke_all	0.260673	0.039595	0.263582	0.040398	-0.835879	0.403223	0.725743	-0.002909	-0.011159	FLAG_OUT_OF_RANGE	A_persistent
SLEEP	migraine	tendon	0.358815	0.033929	0.356103	0.036011	0.369902	0.711456	0.935515	0.002712	0.007559	OK	A_persistent
SLEEP	migraine	thromboembolic	0.246706	0.040656	0.242871	0.040733	1.394152	0.163272	0.443341	0.003835	0.015543	OK	A_persistent
SLEEP	migraine	tinnitus	0.238413	0.056635	0.232139	0.057489	1.685909	0.091813	0.309995	0.006274	0.026317	OK	A_persistent
SLEEP	migraine	ulc_colitis	0.087033	0.031411	0.086808	0.031552	0.127791	0.898314	0.973179	0.000225	0.002589	OK	A_persistent
SLEEP	migraine	ulcer_peptic	0.253330	0.044113	0.246335	0.045846	1.372577	0.169884	0.454426	0.006995	0.027612	OK	A_persistent
SLEEP	migraine	urine_incont	0.308130	0.036976	0.303015	0.037122	1.498522	0.133998	0.394531	0.005116	0.016603	OK	A_persistent
SLEEP	migraine	urolithiasis	0.194984	0.033331	0.194054	0.033315	0.474060	0.635457	0.896458	0.000930	0.004768	OK	A_persistent
SLEEP	migraine	valve_nonrheumatic	0.093986	0.041544	0.089193	0.042449	1.262987	0.206594	0.507131	0.004792	0.050991	OK	A_persistent
SLEEP	osteoporosis	PMR	0.164582	0.068962	0.158039	0.069799	1.461844	0.143784	0.411719	0.006543	0.039755	OK	A_persistent
SLEEP	osteoporosis	RA	0.185032	0.043171	0.178459	0.042963	2.132518	0.032964	0.145888	0.006574	0.035528	OK	A_persistent
SLEEP	osteoporosis	TIA	0.222222	0.061858	0.219275	0.061105	0.892444	0.372155	0.692911	0.002947	0.013260	OK	A_persistent
SLEEP	osteoporosis	periph_neuro	0.087343	0.065648	0.068879	0.068998	2.128748	0.033275	0.146741			unstable_baseline	F_unstable_lowpower
SLEEP	osteoporosis	peripheral_arterial	0.159304	0.070454	0.148908	0.070713	2.090056	0.036613	0.157546	0.010396	0.065260	OK	A_persistent
SLEEP	osteoporosis	pri_bladder	0.087400	0.076521	0.085181	0.076302	0.463865	0.642744	0.900349			unstable_baseline	F_unstable_lowpower
SLEEP	osteoporosis	pri_breast	0.040157	0.026830	0.042678	0.026923	-1.228189	0.219376	0.525192			unstable_baseline	F_unstable_lowpower
SLEEP	osteoporosis	pri_colorectal	0.068700	0.051378	0.069723	0.051118	-0.318452	0.750142	0.946005			unstable_baseline	F_unstable_lowpower
SLEEP	osteoporosis	pri_prost	0.010121	0.039971	0.014081	0.039844	-1.312544	0.189337	0.482896			unstable_baseline	F_unstable_lowpower
SLEEP	osteoporosis	pri_skin	0.011665	0.039579	0.011909	0.039721	-0.110339	0.912140	0.975751			unstable_baseline	F_unstable_lowpower
SLEEP	osteoporosis	psoriasis	0.133851	0.046362	0.125665	0.047123	2.211872	0.026976	0.124291	0.008186	0.061160	OK	A_persistent
SLEEP	osteoporosis	raynauds	0.341082	0.070325	0.334490	0.070798	1.814534	0.069596	0.253647	0.006592	0.019326	OK	A_persistent
SLEEP	osteoporosis	retinal_detach	-0.003709	0.054932	-0.004956	0.055040	0.376220	0.706754	0.934027			unstable_baseline	F_unstable_lowpower
SLEEP	osteoporosis	schizo	0.075159	0.025976	0.086993	0.026201	-2.678923	0.007386	0.042817	-0.011834	-0.157447	FLAG_OUT_OF_RANGE	D_masked
SLEEP	osteoporosis	scoliosis	0.122394	0.060559	0.116852	0.060575	1.413799	0.157421	0.434737	0.005541	0.045275	OK	A_persistent
SLEEP	osteoporosis	sinusitis	0.169211	0.070100	0.157483	0.070951	1.908691	0.056302	0.218553	0.011728	0.069311	OK	A_persistent
